word,human_count,machine_count,human_rate,machine_rate,dominant_class,dominance_ratio,chi2,p_value,significant
ungathwali,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
zomsebenzisi,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
semigomo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
aphikisane,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
izokuvakasha,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
kuniselwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
itiã,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
hlokegago,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wemukelwe,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ngofeleba,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
kundawo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
lehea,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
mboniso,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kuzinqumo,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
abangemuva,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokukhalima,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
anelele,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
dilo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kwakheka,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
aphinda,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
kwezishiyagalombili,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
arbitration,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
isiqaliso,104,0,0.012672,0.0,human,inf,102.1942,0.0,True
ukukhandleka,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
waphothulwa,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
lomkhakha,33,0,0.004021,0.0,human,inf,30.9484,0.0,True
wamalayisense,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
uthuthwa,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
njengokugcwele,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
zizophinda,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
esiwombeni,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
xoxani,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zesaziso,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
iyamahala,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
ingeniswe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
selivele,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
uthokozise,0,16,0.0,0.001958,machine,inf,14.1443,0.000169,True
nakuzinhlangano,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kumasayilo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
eshoyo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
bekungumuntu,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
lefela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
njengomlamuli,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwabaganene,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
eklinikini,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ebuphofini,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
esiwunyaka,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
esibalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ezicutshini,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kuyoqinisekisa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
akukhuthazi,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ebuza,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
umarekhodi,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
ezibaluliwe,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
confederations,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okuphetha,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yokulumbanisa,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
163a,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
vnav,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
zisheshisa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ifane,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
idps,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
umadiba,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
engashayi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
okuyikhona,24,0,0.002924,0.0,human,inf,21.9702,3e-06,True
ongenamali,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
elingenayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngodinga,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
lihoxe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ekuzuzweni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
baboshelwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okuqhubekela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zathokozisa,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ingadinga,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
engatholanga,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
abaphathiswa,0,36,0.0,0.004406,machine,inf,34.2616,0.0,True
lwezikhalo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nolayini,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
linikezela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
samba,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
besigaba,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zonelungelo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokunikezelwa,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
kuchazani,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
basetshenziswe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
uvelelwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
yamagceke,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
njengezikhangiso,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
esingamiswa,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
ulenzile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sekhwalithi,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
asithole,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kwisiphathimandla,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
onesibophezelo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
millenium,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okwehlile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nakahle,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
nokulindeleke,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokuchitheka,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
owela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
imiselwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
umswenya,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ekubhekeleni,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
izobuye,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ujulius,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
kuzindaba,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
oludidiyele,36,0,0.004386,0.0,human,inf,33.9446,0.0,True
kwinxusa,32,0,0.003899,0.0,human,inf,29.95,0.0,True
kasenzo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
umsulwa,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
kwisikhulu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
siyodonsa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
item,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
azikhethele,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
umbheki,32,0,0.003899,0.0,human,inf,29.95,0.0,True
anqala,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
idolo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
nma,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wezimpumelelo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
mp,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
sanamuhla,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngokudingekayo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
bekuyisithombe,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
singazange,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ozothinteka,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
okukanye,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
kwesiqinisekiso,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
zifinyelelwe,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
gabotse,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
100m,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
bukhulise,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
wokubukeza,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
zothando,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
angasesandleni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
alisekho,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezihlukunyeziwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zemthethosisekelo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kuhilela,0,149,0.0,0.018237,machine,inf,149.0329,0.0,True
reception,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
manyule,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
azikaze,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kwelashwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngoagasti,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
eyingane,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokuphikiswa,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
ezamukelekile,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
agcolile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwemine,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
yokukhululwa,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
umnyakazo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lusheshe,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
uthinteka,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
kutebula,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
njengomnini,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ubill,0,28,0.0,0.003427,machine,inf,26.2028,0.0,True
yizikhulu,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
kuhlanganisiwe,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
whatsapp,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
ukhiphele,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
lokusizwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
angeniswe,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
kwezidingongqangi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kukhasi,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
wervsm,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
safakwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
izinkethi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izohlaziya,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zokukhathala,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
akuqala,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
sulphur,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
qweqwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
fokotã,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
amasi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
half,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yervsm,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bamaphrovinsi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
unemininingwane,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
ubhali,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
kuyaphakanyiswa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nemilayezo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
njengomkhuhlane,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
elikhululekile,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
kokulungiselela,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
inezinzuzo,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
okungabakhona,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
isisombululo,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
inanda,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nasenkambisweni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kwabanikezeli,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
icovid,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
abahlezi,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
nibonile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wayesebenzela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
njengomthengisi,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
izingcwaningo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngumkhoseli,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kudu,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
nolondekile,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
ngaloludaba,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
abanezinga,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ithathelwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokuyizimfanelo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
okugculisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izivithamini,0,32,0.0,0.003917,machine,inf,30.2307,0.0,True
ukwelula,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
fase,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
uyokhokha,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
kwamaphaphu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
obandanyekayo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
amanqina,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
sinengxenye,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
emafeni,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
yangaleso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bayovunyelwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
neziphumayo,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
zesikimu,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
legislature,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
komhlomulo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
abaganene,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
zathinta,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
olungale,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yokulekelela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
singabe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ekusile,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
lezintengiso,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
sokuvotela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kumshini,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
itiktok,0,32,0.0,0.003917,machine,inf,30.2307,0.0,True
womasipala,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
ukubuye,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
zokubhekelela,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
iyalungiswa,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ngokweyame,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
nezinsalo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ezithakazelisayo,0,55,0.0,0.006732,machine,inf,53.4422,0.0,True
ukuzithathela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
amukelekile,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
ukubonelela,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
okucolisakele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
emehlelweni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izibizo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
yamasheya,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
lezinhloko,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esejwayelekile,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
elixhunyelwe,30,0,0.003655,0.0,human,inf,27.9538,0.0,True
ngomkhonto,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
nembala,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
lesisimo,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
balingani,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esingenabo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwamalahle,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
imission,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
esipheleleyo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nokuphunyeleliswa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
abese,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
buqine,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lamacala,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ungumculi,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
vithamini,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
ngokubekwe,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
lokuhlenga,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
mlambo,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
abathrasthiyi,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
njengesifundo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ukwala,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zokulumbanisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ligunyaziwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
fibre,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kuzigatshana,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
egatsheni,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
ngokwencazelo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
onikezelwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngokulungileyo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kumasingana,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lolulimi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngokunenzuzo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kukholakale,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
sobulungiswa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwekhomishani,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ubenolwazi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yenzelwa,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
esentshenziswa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
mpsa,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
ejeqeza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
uzophuza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ebalwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
amaconsi,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
kuqaliswa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
neziguquko,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
olumnyama,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kwiwebhusaythi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kunjengoba,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
njengemfluwenza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ishoba,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kudlulelwe,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
sekutholakale,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukhukhulelangoqo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngopende,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
uchitshiyelwe,33,0,0.004021,0.0,human,inf,30.9484,0.0,True
ezimfunweni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
njengenkanyezi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
zezinqubomgomo,0,28,0.0,0.003427,machine,inf,26.2028,0.0,True
yafakwa,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
uoliver,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
somdlavuza,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
zehluleka,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
nolunembile,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
siyosebenza,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
yeso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ifemu,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
mayela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
lwalwenzeka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
angedlulisela,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
kwashaqwa,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
eyizi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sedluliselwe,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
elingumnqamula,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esiyobekwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
isichazamazwi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
inikhothini,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
wawubukeka,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
elididiyele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
elondolozwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
esezicubungulile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zokusentshenziswa,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
zn,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zamasosha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zingehluka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
izobhekwa,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
lekhomishini,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
awedlulisele,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kulinganiswe,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
inamba,30,0,0.003655,0.0,human,inf,27.9538,0.0,True
ukubola,41,0,0.004996,0.0,human,inf,38.9415,0.0,True
zezezindlu,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
okungabunjiwe,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
kuphalamende,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
elandelana,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
elithize,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
uyisisebenzi,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
ziqhutshelwa,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
elilindelwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esigungwini,75,0,0.009139,0.0,human,inf,73.0141,0.0,True
yokungaqondi,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
isidluliselo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ngokwemiklamo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nobuthaka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
masishane,35,0,0.004265,0.0,human,inf,32.9457,0.0,True
esizoyenza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ukusikwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngesiafrikaans,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
imenqabele,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kumanjena,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
sibiya,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sezemfundo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
bhekana,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
naseminyakeni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okusondelene,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
seqophelo,22,0,0.002681,0.0,human,inf,19.9776,8e-06,True
yeziboshwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
imigqumo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sibuka,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
zafuna,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
ophukile,0,29,0.0,0.00355,machine,inf,27.2095,0.0,True
esifungisayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wamazulu,0,32,0.0,0.003917,machine,inf,30.2307,0.0,True
haba,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
saka,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
formulation,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
werekhodi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
esisegauteng,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
yiyona,51,0,0.006214,0.0,human,inf,48.9466,0.0,True
yokuvakashela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
yenelisekile,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
bamabhayisikili,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sprayer,0,68,0.0,0.008323,machine,inf,66.5946,0.0,True
omukelwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
grabber,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
umphathisikhundla,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
