word,human_count,machine_count,human_rate,machine_rate,dominant_class,dominance_ratio,chi2,p_value,significant
zihlangatshezwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
abampisholo,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
nokuphosa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
wenkambiso,39,0,0.004752,0.0,human,inf,36.9423,0.0,True
intandoyeningi,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
sokwengamela,75,0,0.009139,0.0,human,inf,73.0141,0.0,True
ngabasolwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
obanga,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nezifundiswa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
wayenolwazi,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
emijondolo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
elingaphakathi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
azizokwazi,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
okungewona,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngezohwebo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
akafaki,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
yodaba,669,0,0.081516,0.0,human,inf,692.2691,0.0,True
yendima,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngum,0,30,0.0,0.003672,machine,inf,28.2164,0.0,True
amashadi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ekuqashweni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
insika,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
nokubunjwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
emgaqweni,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
yamaningizimu,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kokusesha,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wodwa,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
behlakanipha,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
kona,55,0,0.006702,0.0,human,inf,52.9526,0.0,True
indawana,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nali,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nasekwakheni,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
bekuyisinyathelo,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
puno,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nothandi,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
basolwa,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
izibi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
isakhi,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
zibophezelo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
indwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
zokubuyekezwa,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
contains,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
azenelise,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ebese,90,0,0.010966,0.0,human,inf,88.094,0.0,True
singahle,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
kwisigatshana,119,0,0.0145,0.0,human,inf,117.329,0.0,True
besemsebenzini,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ngilungelo,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
wemibungu,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
emadlelweni,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
injalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
cisha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
onkgopotse,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
bokgoni,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
lesine,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
bazidlele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zakhuliswa,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
elungelweni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
okuqoshiwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
bekungaba,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
kwezokuhamba,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
kungathikameza,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
sdi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
singeke,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
namadamu,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ukuhlekisa,0,29,0.0,0.00355,machine,inf,27.2095,0.0,True
nezisebenziseka,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
mathomo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
aluthembekile,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
cryptocurrency,0,96,0.0,0.01175,machine,inf,94.9975,0.0,True
esasungulwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngezifundazwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
football,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ban,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wemthombo,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
iphothi,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
wokuzalisa,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
esingumlawuli,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
abagunyaziwe,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
oyogibela,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
bezobuciko,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kwaloyo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
umshwana,39,0,0.004752,0.0,human,inf,36.9423,0.0,True
ayiphambuki,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
nenzalo,37,0,0.004508,0.0,human,inf,34.9437,0.0,True
basebenzela,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
njengevolontiya,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngezinketho,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
lwamahhala,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
yezibonelelo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nezihlinzeko,30,0,0.003655,0.0,human,inf,27.9538,0.0,True
abayeni,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
translation,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
yigama,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
dataset,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukugodlwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
izibanyana,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngokwenkambiso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ingani,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
elikhulunywa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
mansi,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
kwezolimi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
tripartite,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ukugaxa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
obuqanda,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
beqaphela,0,29,0.0,0.00355,machine,inf,27.2095,0.0,True
eqoke,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
zizothinta,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
wezokuhamba,0,23,0.0,0.002815,machine,inf,21.1728,4e-06,True
kungafanela,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
abanentshiseko,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
iziphambeko,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
yokunweba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sezingozi,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
iofisi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
azange,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
yasentshonalanga,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
sezokwazisa,36,0,0.004386,0.0,human,inf,33.9446,0.0,True
sokugcwalisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bejabulela,0,73,0.0,0.008935,machine,inf,71.6592,0.0,True
amapulantela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
olukhomba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lesamba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
uyeza,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
namelela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
aphekiwe,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
yikomishini,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
ukuhlumisa,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ekuqabeni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
isithunywa,56,0,0.006823,0.0,human,inf,53.9544,0.0,True
yamagama,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
lwalezi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kubhekanwe,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
zimvume,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kumlamli,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
lokupheka,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ezilwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ifoundation,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ndp,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
aleso,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
msa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
nokuyibuyisela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ikhululeke,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
eerste,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
emkhombeni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ibuyela,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
okuthize,24,0,0.002924,0.0,human,inf,21.9702,3e-06,True
omfakela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kunendawo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
yiqhwa,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ecentre,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
wasemthonjaneni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kubaqondisi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kusikhumbuza,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
nokwelula,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
see,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zicela,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
lekhasimende,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kwamalayisensi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
barley,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
etsheni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yabaxhasi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
125,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
siyeka,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zokwahlulela,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
lottery,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
zinkomiti,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
eafrika,55,0,0.006702,0.0,human,inf,52.9526,0.0,True
zizokuqinisekisa,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
sokujabula,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
kuloku,22,0,0.002681,0.0,human,inf,19.9776,8e-06,True
onama,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
nesepha,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
obizwayo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
iyisihluthulelo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ukuthabatha,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wemukelekile,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ezinze,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ukulwemukela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lawnmowers,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kokufeza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nosizwe,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
bangangeniswa,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
njengepandemic,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
imibhoshongo,31,0,0.003777,0.0,human,inf,28.9518,0.0,True
izintengiso,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
izakunikezwa,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
njengemfumbathiso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sencazelo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
uzungu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yazise,37,0,0.004508,0.0,human,inf,34.9437,0.0,True
nguluphi,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
nesigodi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yizinambuzane,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
eyokugcina,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ukomisa,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
lemhlaba,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
zamamaskandi,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
temsilise,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
zokwexwayisa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
zokuphilisana,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
gae,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
ngokubhalelwa,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
nokwemukela,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
sokuhuda,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwebill,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
zibulawe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwemichiza,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ngabanini,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
izizwana,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wokwehluleka,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nolugculisa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
owashwe,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kanandi,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
zinyoni,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
yedizili,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
ngummangalelwa,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
ongabhaliwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
zifundisa,0,59,0.0,0.007222,machine,inf,57.4867,0.0,True
lokugqugquzela,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
kwabaneqhaza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
njengokuphazamiseka,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
ayithole,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
ingalawula,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ngovumelekile,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
enqumayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zingakhushulwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
uyasho,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
abangabahwebi,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
yizimenenja,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
olushiwo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
sesingasho,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
namadela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wamsiza,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
wokubekwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukuthethwa,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
kwesiqalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
okunguyena,57,0,0.006945,0.0,human,inf,54.9564,0.0,True
obumbe,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
inezinselelo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
nokwenganyelwa,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
ongenziwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zezikweletu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
pf,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esinombolo,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
ifungise,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
singakapheli,103,0,0.01255,0.0,human,inf,101.1862,0.0,True
banalezi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
womlimi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
fnb,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
umxhasi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
umfakazi,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
generator,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
imihlathi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
angeze,30,0,0.003655,0.0,human,inf,27.9538,0.0,True
semukele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
owoyela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
rekodi,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
cassper,0,49,0.0,0.005998,machine,inf,47.3795,0.0,True
egqoke,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
awuthi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kubaguli,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
aqashwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ayinalo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
kama,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
права,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
nurses,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
ngomzabalazo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sezinqubomgomo,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
wokufakazela,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
ukwedluliswa,39,0,0.004752,0.0,human,inf,36.9423,0.0,True
seo,26,0,0.003168,0.0,human,inf,23.9638,1e-06,True
ayidlanzana,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngimbone,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nankinga,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
yokuhlenga,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sedluliselwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bangasese,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
amathebula,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
lezikhalo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
behlupheka,0,30,0.0,0.003672,machine,inf,28.2164,0.0,True
obondeni,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
sigodi,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ezenzelwe,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
methopo,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
ungawuhloniphi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
lunga,31,0,0.003777,0.0,human,inf,28.9518,0.0,True
azifuni,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
sekungcono,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
esiyiminyakana,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
eyengezwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
amahhayibhridi,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
iyahlonishwa,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
okuchibiyela,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
mazeyu,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
samasotsha,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezibangelwa,0,50,0.0,0.00612,machine,inf,48.3896,0.0,True
ngokungilalela,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
ukuqhumisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wengcindezelo,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
elithunyiwe,32,0,0.003899,0.0,human,inf,29.95,0.0,True
kwesigidi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
oqonde,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
nobunjiniyela,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
ayosingathwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
1942,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
bethamele,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
seyibe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
iphinda,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
algorithms,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
aligned,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ezikhombise,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukweqiwa,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
enobungane,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
ezingenalead,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
abasakhulayo,60,0,0.007311,0.0,human,inf,57.963,0.0,True
akwanele,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
icatshangelwe,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
enibe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
eyonqunywa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kukasomlomo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
oomen,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ubanda,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
abavalelwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nti,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lukajanuwari,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
habatã,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
singacubungula,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lukhululwe,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
neyokuzimisela,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kababa,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
zisemqoka,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezibonakalisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
njengokuphepha,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ezinomoya,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
oluphathwa,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
alifane,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
onesi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
labaphethe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
cec,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
eyadlalwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
bemibungu,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
imvumo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
uyonquma,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
comedy,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
abangavikelwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kugwemeke,22,0,0.002681,0.0,human,inf,19.9776,8e-06,True
yahlolwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
abodokotela,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
wamalungiselelo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
sizophathwa,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
komiyane,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
imiphumelela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
baphawula,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
ushintshiwe,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
inyunyana,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
lokuma,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
bokaakang,35,0,0.004265,0.0,human,inf,32.9457,0.0,True
okunzulu,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
engaqoka,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nabangaphansi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nokunqamuka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
mibandela,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
enelayisense,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
laola,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zikabhekilanga,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
zolwandle,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
abakwi,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
ludalulwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngemnyango,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
alingane,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ntombi,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
nokulandelana,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
yindikimba,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
akuhlali,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
wokosiko,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bahlukahlukene,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ukunikelela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yobujuwela,24,0,0.002924,0.0,human,inf,21.9702,3e-06,True
errp,0,19,0.0,0.002326,machine,inf,17.1541,3.4e-05,True
yethelevishini,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kusebenzela,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
